BIN,BINLCINDEX,GSHIFT,PSINDEX,PHASE,BAND,MAG
1,5,19.529042854490037,219462,0.8529360064024831,u,20.935597908742242
1,5,19.529042854490037,219462,0.904326006403021,u,20.978229564761623
1,5,19.529042854490037,219462,0.5901773396004901,u,20.817469589911717
1,5,19.529042854490037,219462,0.6422673396051723,u,20.866574417644436
1,5,19.529042854490037,219462,0.4733208260034012,u,20.633593809593112
1,5,19.529042854490037,219462,0.5254108260008075,u,20.695818221721193
1,5,19.529042854490037,219462,0.7234439176026551,u,20.95467015893886
1,5,19.529042854490037,219462,0.831441397199207,u,20.95596211121614
1,5,19.529042854490037,219462,0.8828313971997448,u,20.957947152027664
1,5,19.529042854490037,219462,0.4448352156012001,u,20.57964769889439
1,5,19.529042854490037,219462,0.49691521560249696,u,20.653978002668293
1,5,19.529042854490037,219462,0.5424985306018487,g,19.591511678471086
1,5,19.529042854490037,219462,0.6084685306051386,g,19.65625914108657
1,5,19.529042854490037,219462,0.6116633036015323,g,19.65838419220313
1,5,19.529042854490037,219462,0.6206827276006148,g,19.66936405668777
1,5,19.529042854490037,219462,0.5870576691995403,g,19.622558042049995
1,5,19.529042854490037,219462,0.5471038974049819,i,19.289752780435524
1,5,19.529042854490037,219462,0.5859938974011542,i,19.3158730721134
1,5,19.529042854490037,219462,0.374635806601692,i,19.19648344624059
1,5,19.529042854490037,219462,0.44083349000621674,i,19.22987527135265
1,5,19.529042854490037,219462,0.8667444446015345,i,19.422622073056754
1,5,19.529042854490037,219462,0.4747137576036833,z,19.25727714497221
1,5,19.529042854490037,219462,0.619853757604221,z,19.314619048268867
1,5,19.529042854490037,219462,0.9402147121993177,z,19.439567036947913
1,5,19.529042854490037,219462,0.4161256668048218,z,19.2293215110687
1,5,19.529042854490037,219462,0.8783061674020701,z,19.43323975038624
1,5,19.529042854490037,219462,0.44861957840605715,z,19.208818724864784
1,5,19.529042854490037,219462,0.6263618662055194,z,19.310513087756878
1,5,19.529042854490037,219462,0.6732349626060572,z,19.33751347734677
1,5,19.529042854490037,219462,0.4365443514062156,z,19.23350307389343
1,6,19.637009661950977,12221,0.06510628600248314,u,21.714750313072038
1,6,19.637009661950977,12221,0.11649628600302098,u,21.6940079582761
1,6,19.637009661950977,12221,0.37314733960049007,u,21.514456377609143
1,6,19.637009661950977,12221,0.4252373396051723,u,20.467788792686818
1,6,19.637009661950977,12221,0.25629082600340114,u,21.577122603052537
1,6,19.637009661950977,12221,0.3083808260008074,u,21.61349265949669
1,6,19.637009661950977,12221,0.5064139176026552,u,20.089777369830124
1,6,19.637009661950977,12221,0.043611676799206966,u,21.70314928635125
1,6,19.637009661950977,12221,0.0950016767997448,u,21.69797383153201
1,6,19.637009661950977,12221,0.22780521560120004,u,21.62219155774809
1,6,19.637009661950977,12221,0.2798852156024969,u,21.634880881486797
1,6,19.637009661950977,12221,0.32546853060184877,g,20.027718425350244
1,6,19.637009661950977,12221,0.39143853060513867,g,19.76489940531477
1,6,19.637009661950977,12221,0.39463330360153237,g,19.753124247947135
1,6,19.637009661950977,12221,0.40365272760061477,g,19.581742617870898
1,6,19.637009661950977,12221,0.37002766919954033,g,19.964651864410467
1,6,19.637009661950977,12221,0.33007389740498194,i,19.72126736611222
1,6,19.637009661950977,12221,0.3689638974011542,i,19.744767827229676
1,6,19.637009661950977,12221,0.15760580660169188,i,19.637114582876052
1,6,19.637009661950977,12221,0.2238034900062167,i,19.61058144541441
1,6,19.637009661950977,12221,0.07891472420153445,i,19.59879436873768
1,6,19.637009661950977,12221,0.25768375760368323,z,19.626672399326612
1,6,19.637009661950977,12221,0.40282375760422107,z,19.52642035232517
1,6,19.637009661950977,12221,0.15238499179931764,z,19.613133529448824
1,6,19.637009661950977,12221,0.19909566680482182,z,19.606495699323673
1,6,19.637009661950977,12221,0.09047644700207003,z,19.560461045357155
1,6,19.637009661950977,12221,0.2315895784060571,z,19.620272707718595
1,6,19.637009661950977,12221,0.4093318662055194,z,19.41212315921971
1,6,19.637009661950977,12221,0.45620496260605714,z,19.131091533185614
1,6,19.637009661950977,12221,0.21951435140621567,z,19.614613911731347
1,7,19.062366901952714,229205,0.13359628600248308,u,20.307051084201465
1,7,19.062366901952714,229205,0.563703469503021,u,20.274419067228884
1,7,19.062366901952714,229205,0.8203545231004901,u,20.593244761499907
1,7,19.062366901952714,229205,0.8724445231051723,u,20.543502420726732
1,7,19.062366901952714,229205,0.7034980095034011,u,20.460401266735012
1,7,19.062366901952714,229205,0.7555880095008074,u,20.518068308724892
1,7,19.062366901952714,229205,0.9536211011026552,u,20.549631701781923
1,7,19.062366901952714,229205,0.1121016767992069,u,20.412812258974473
1,7,19.062366901952714,229205,0.16349167679974475,u,20.117148181897505
1,7,19.062366901952714,229205,0.6750123991012,u,20.440388760085128
1,7,19.062366901952714,229205,0.7270923991024969,u,20.486926657091253
1,7,19.062366901952714,229205,0.7726757141018488,g,19.258341249624813
1,7,19.062366901952714,229205,0.8386457141051387,g,19.282458777910414
1,7,19.062366901952714,229205,0.8418404871015324,g,19.279588498845122
1,7,19.062366901952714,229205,0.8508599111006148,g,19.286472971534316
1,7,19.062366901952714,229205,0.8172348526995403,g,19.28000092195048
1,7,19.062366901952714,229205,0.7772810809049819,i,18.990745346754036
1,7,19.062366901952714,229205,0.8161710809011542,i,19.01037195418617
1,7,19.062366901952714,229205,0.604812990101692,i,18.905496171104854
1,7,19.062366901952714,229205,0.6710106735062167,i,18.94391378999833
1,7,19.062366901952714,229205,0.1474047242015344,i,18.911935589684507
1,7,19.062366901952714,229205,0.7048909411036832,z,18.93296457652084
1,7,19.062366901952714,229205,0.8500309411042211,z,18.987476079100105
1,7,19.062366901952714,229205,0.5995921752993176,z,18.885941952710567
1,7,19.062366901952714,229205,0.6463028503048218,z,18.9003178861857
1,7,19.062366901952714,229205,0.15896644700206997,z,18.93589621145793
1,7,19.062366901952714,229205,0.6787967619060571,z,18.917530427085726
1,7,19.062366901952714,229205,0.8565390497055194,z,18.96398061822436
1,7,19.062366901952714,229205,0.9034121461060571,z,19.01638249790212
1,7,19.062366901952714,229205,0.6667215349062157,z,18.907914832606114
1,8,19.02858282499783,1410,0.280572647102483,u,21.195518479681606
1,8,19.02858282499783,1410,0.2286834695030211,u,21.212445217121875
1,8,19.02858282499783,1410,0.9673308842004901,u,21.243284005634703
1,8,19.02858282499783,1410,0.019420884205172406,u,21.25095970095501
1,8,19.02858282499783,1410,0.36847800950340126,u,20.964218992010025
1,8,19.02858282499783,1410,0.4205680095008075,u,20.02282244596232
1,8,19.02858282499783,1410,0.10059746220265531,u,21.23896636407219
1,8,19.02858282499783,1410,0.259078037899207,u,21.163947707110527
1,8,19.02858282499783,1410,0.31046803789974486,u,21.25452292913904
1,8,19.02858282499783,1410,0.33999239910120016,u,21.265720704579632
1,8,19.02858282499783,1410,0.392072399102497,u,20.552994481316766
1,8,19.02858282499783,1410,0.43765571410184867,g,18.36139909802847
1,8,19.02858282499783,1410,0.9856220752051387,g,19.33873591854237
1,8,19.02858282499783,1410,0.9888168482015324,g,19.33327021643481
1,8,19.02858282499783,1410,0.9978362722006148,g,19.342496815614417
1,8,19.02858282499783,1410,0.9642112137995403,g,19.311736661629507
1,8,19.02858282499783,1410,0.44226108090498206,i,18.598131384088266
1,8,19.02858282499783,1410,0.9631474420011542,i,19.089652135893093
1,8,19.02858282499783,1410,0.269792990101692,i,19.21218793972545
1,8,19.02858282499783,1410,0.3359906735062168,i,19.326446415341646
1,8,19.02858282499783,1410,0.2943810853015343,i,19.250450905669517
1,8,19.02858282499783,1410,0.3698709411036831,z,19.176412037014728
1,8,19.02858282499783,1410,0.9970073022042211,z,19.118097860106257
1,8,19.02858282499783,1410,0.26457217529931754,z,19.246661674181563
1,8,19.02858282499783,1410,0.31128285030482195,z,19.28688578764147
1,8,19.02858282499783,1410,0.3059428081020701,z,19.28634788068446
1,8,19.02858282499783,1410,0.343776761906057,z,19.265500108881863
1,8,19.02858282499783,1410,0.0035154108055195366,z,19.1212203643455
1,8,19.02858282499783,1410,0.05038850720605703,z,19.119853969027
1,8,19.02858282499783,1410,0.33170153490621557,z,19.295623494987613
1,9,19.038428475042153,12221,0.20231292670248302,u,21.029307644805233
1,9,19.038428475042153,12221,0.15042374910302092,u,21.062040791019758
1,9,19.038428475042153,12221,0.45987088420049016,u,19.51885869527724
1,9,19.038428475042153,12221,0.5119608842051724,u,19.505807985887646
1,9,19.038428475042153,12221,0.2902182891034011,u,21.018046768378728
1,9,19.038428475042153,12221,0.34230828910080735,u,21.02607364353897
1,9,19.038428475042153,12221,0.02233774180265513,u,21.081922911748965
1,9,19.038428475042153,12221,0.18081831749920685,u,21.087419118456378
1,9,19.038428475042153,12221,0.2322083174997447,u,20.988032080066493
1,9,19.038428475042153,12221,0.2617326787012,u,21.010942779687966
1,9,19.038428475042153,12221,0.31381267870249685,u,21.036384287028202
1,9,19.038428475042153,12221,0.3593959937018487,g,19.419106893422036
1,9,19.038428475042153,12221,0.47816207520513876,g,18.162278866254585
1,9,19.038428475042153,12221,0.48135684820153246,g,18.1669569156793
1,9,19.038428475042153,12221,0.49037627220061486,g,18.18407638865204
1,9,19.038428475042153,12221,0.4567512137995404,g,18.265790804071283
1,9,19.038428475042153,12221,0.3640013605049819,i,19.149000628511384
1,9,19.038428475042153,12221,0.4556874420011543,i,18.446565672189298
1,9,19.038428475042153,12221,0.19153326970169204,i,19.03605931230075
1,9,19.038428475042153,12221,0.25773095310621663,i,19.04576989424021
1,9,19.038428475042153,12221,0.21612136490153433,i,19.03552222701185
1,9,19.038428475042153,12221,0.29161122070368317,z,19.05027418948446
1,9,19.038428475042153,12221,0.48954730220422116,z,18.498912465678412
1,9,19.038428475042153,12221,0.18631245489931758,z,18.975758223345913
1,9,19.038428475042153,12221,0.23302312990482177,z,19.021519731141503
1,9,19.038428475042153,12221,0.2276830877020699,z,19.01911346295613
1,9,19.038428475042153,12221,0.26551704150605704,z,19.031953218343972
1,9,19.038428475042153,12221,0.4960554108055195,z,18.483495860983055
1,9,19.038428475042153,12221,0.9721287868060571,z,18.921021908897586
1,9,19.038428475042153,12221,0.2534418145062156,z,19.032221501232296
1,10,19.80879679441356,230112,0.9050865147024829,u,20.292234561144085
1,10,19.80879679441356,230112,0.8531973371030208,u,20.49411161475509
1,10,19.80879679441356,230112,0.16264447220049014,u,21.02098221437076
1,10,19.80879679441356,230112,0.21473447220517236,u,21.144726604893282
1,10,19.80879679441356,230112,0.992991877103401,u,20.47580765797738
1,10,19.80879679441356,230112,0.0450818771008073,u,20.645132900525066
1,10,19.80879679441356,230112,0.33578774180265514,u,21.440014137187163
1,10,19.80879679441356,230112,0.8835919054992067,u,20.290802617653384
1,10,19.80879679441356,230112,0.9349819054997446,u,20.33169918598573
1,10,19.80879679441356,230112,0.9645062667011999,u,20.38909555960193
1,10,19.80879679441356,230112,0.0165862667024968,u,20.56575021780108
1,10,19.80879679441356,230112,0.062169581701848664,g,19.50349792225275
1,10,19.80879679441356,230112,0.18093566320513874,g,19.734363045934224
1,10,19.80879679441356,230112,0.18413043620153244,g,19.750371194413752
1,10,19.80879679441356,230112,0.19314986020061484,g,19.761095581876837
1,10,19.80879679441356,230112,0.1595248017995404,g,19.707858219573186
1,10,19.80879679441356,230112,0.06677494850498183,i,19.47507658192029
1,10,19.80879679441356,230112,0.15846103000115427,i,19.552094082334335
1,10,19.80879679441356,230112,0.8943068577016919,i,19.258666549527817
1,10,19.80879679441356,230112,0.9605045411062165,i,19.33296533637201
1,10,19.80879679441356,230112,0.9188949529015342,i,19.27526952674567
1,10,19.80879679441356,230112,0.9943848087036831,z,19.405283876772415
1,10,19.80879679441356,230112,0.19232089020422113,z,19.578876010781727
1,10,19.80879679441356,230112,0.8890860428993175,z,19.334728379330112
1,10,19.80879679441356,230112,0.9357967179048217,z,19.337285895202868
1,10,19.80879679441356,230112,0.9304566757020698,z,19.35764817962183
1,10,19.80879679441356,230112,0.9682906295060569,z,19.36417940267917
1,10,19.80879679441356,230112,0.1988289988055195,z,19.590072820985903
1,10,19.80879679441356,230112,0.2855787868060571,z,19.615949123875826
1,10,19.80879679441356,230112,0.9562154025062155,z,19.37033253551354
1,11,19.397065516866224,30544,0.743066514702483,u,20.66873477175925
1,11,19.397065516866224,30544,0.308442622603021,u,20.228762088671836
1,11,19.397065516866224,30544,0.0006244722004900005,u,20.857108689879237
1,11,19.397065516866224,30544,0.052714472205172225,u,20.856033181472313
1,11,19.397065516866224,30544,0.830971877103401,u,20.824510928985863
1,11,19.397065516866224,30544,0.8830618771008073,u,20.856977888000603
1,11,19.397065516866224,30544,0.17376774180265508,u,20.988820103621492
1,11,19.397065516866224,30544,0.33883719099920695,u,20.033010704706683
1,11,19.397065516866224,30544,0.7729619054997446,u,20.72313405359887
1,11,19.397065516866224,30544,0.8024862667011999,u,20.76933777093286
1,11,19.397065516866224,30544,0.8545662667024968,u,20.810584577572
1,11,19.397065516866224,30544,0.9001495817018487,g,19.58424350849619
1,11,19.397065516866224,30544,0.0189156632051386,g,19.611823429627513
1,11,19.397065516866224,30544,0.022110436201532302,g,19.601051259344093
1,11,19.397065516866224,30544,0.0311298602006147,g,19.622245397468177
1,11,19.397065516866224,30544,0.9975048017995404,g,19.600520907516927
1,11,19.397065516866224,30544,0.9047549485049818,i,19.28085613152739
1,11,19.397065516866224,30544,0.9964410300011542,i,19.3093520898915
1,11,19.397065516866224,30544,0.3495521432016919,i,18.98600452259208
1,11,19.397065516866224,30544,0.7984845411062166,i,19.229979146360954
1,11,19.397065516866224,30544,0.7568749529015343,i,19.212009943077533
1,11,19.397065516866224,30544,0.8323648087036831,z,19.273843879059687
1,11,19.397065516866224,30544,0.030300890204220998,z,19.328187574444772
1,11,19.397065516866224,30544,0.34433132839931746,z,18.99472306901221
1,11,19.397065516866224,30544,0.7737767179048217,z,19.21254174355649
1,11,19.397065516866224,30544,0.7684366757020699,z,19.221182382811204
1,11,19.397065516866224,30544,0.806270629506057,z,19.236922524226184
1,11,19.397065516866224,30544,0.036808998805519355,z,19.32285204427959
1,11,19.397065516866224,30544,0.12355878680605703,z,19.35613596738124
1,11,19.397065516866224,30544,0.7941954025062156,z,19.234646976985893
1,12,19.512739765766412,219462,0.7343865147024831,u,20.95047241018817
1,12,19.512739765766412,219462,0.715263577203021,u,20.91116611155587
1,12,19.512739765766412,219462,0.4074454268004902,u,20.494469786732367
1,12,19.512739765766412,219462,0.45953542680517245,u,20.582800792213817
1,12,19.512739765766412,219462,0.8222918771034011,u,20.935690542458854
1,12,19.512739765766412,219462,0.8743818771008074,u,20.92878738520777
1,12,19.512739765766412,219462,0.5805886964026552,u,20.788254584439542
1,12,19.512739765766412,219462,0.745658145599207,u,20.953483865280138
1,12,19.512739765766412,219462,0.7642819054997447,u,20.952995027949182
1,12,19.512739765766412,219462,0.7938062667012,u,20.9533272105331
1,12,19.512739765766412,219462,0.8458862667024969,u,20.922807865911807
1,12,19.512739765766412,219462,0.8914695817018488,g,19.746991069121833
1,12,19.512739765766412,219462,0.4257366178051388,g,19.421148066991986
1,12,19.512739765766412,219462,0.4289313908015325,g,19.42224555834004
1,12,19.512739765766412,219462,0.43795081480061493,g,19.437585758164303
1,12,19.512739765766412,219462,0.40432575639954044,g,19.394425295003504
1,12,19.512739765766412,219462,0.8960749485049819,i,19.421075936881234
1,12,19.512739765766412,219462,0.4032619846011543,i,19.18335128118109
1,12,19.512739765766412,219462,0.7563730978016922,i,19.40190337813918
1,12,19.512739765766412,219462,0.7898045411062167,i,19.387796839738073
1,12,19.512739765766412,219462,0.7481949529015344,i,19.391570717765838
1,12,19.512739765766412,219462,0.8236848087036832,z,19.38870981194536
1,12,19.512739765766412,219462,0.4371218448042212,z,19.216585922826592
1,12,19.512739765766412,219462,0.7511522829993177,z,19.363162199101996
1,12,19.512739765766412,219462,0.7650967179048218,z,19.36233167910152
1,12,19.512739765766412,219462,0.75975667570207,z,19.35447002819798
1,12,19.512739765766412,219462,0.7975906295060571,z,19.38023815408056
1,12,19.512739765766412,219462,0.4436299534055196,z,19.206227368999738
1,12,19.512739765766412,219462,0.5303797414060571,z,19.266616049329407
1,12,19.512739765766412,219462,0.7855154025062157,z,19.345116054262814
1,13,19.26898698172109,218744,0.3927165147024829,u,20.026798659472032
1,13,19.26898698172109,218744,0.373593577203021,u,20.15947821619835
1,13,19.26898698172109,218744,0.0657754268004902,u,21.218975982593868
1,13,19.26898698172109,218744,0.11786542680517242,u,21.129822594521823
1,13,19.26898698172109,218744,0.9131469332034011,u,21.174867705305186
1,13,19.26898698172109,218744,0.9652369332008074,u,21.221617859079362
1,13,19.26898698172109,218744,0.23891869640265506,u,21.188263604227917
1,13,19.26898698172109,218744,0.4039881455992069,u,19.9666843491196
1,13,19.26898698172109,218744,0.8551369615997447,u,21.099713851326484
1,13,19.26898698172109,218744,0.8846613228012,u,21.149237660292236
1,13,19.26898698172109,218744,0.9367413228024969,u,21.211484093779458
1,13,19.26898698172109,218744,0.9823246378018488,g,19.53496098199779
1,13,19.26898698172109,218744,0.0840666178051388,g,19.550351589276122
1,13,19.26898698172109,218744,0.0872613908015325,g,19.539161947809774
1,13,19.26898698172109,218744,0.0962808148006149,g,19.549661077183302
1,13,19.26898698172109,218744,0.06265575639954046,g,19.554289585487115
1,13,19.26898698172109,218744,0.9869300046049819,i,19.33809857806742
1,13,19.26898698172109,218744,0.06159198460115434,i,19.341590927476958
1,13,19.26898698172109,218744,0.8472281539016921,i,19.23827869226808
1,13,19.26898698172109,218744,0.8806595972062167,i,19.276994943197582
1,13,19.26898698172109,218744,0.8390500090015344,i,19.265344592520364
1,13,19.26898698172109,218744,0.9145398648036832,z,19.30575046135283
1,13,19.26898698172109,218744,0.0954518448042212,z,19.36075610178364
1,13,19.26898698172109,218744,0.8420073390993177,z,19.257653704896896
1,13,19.26898698172109,218744,0.8559517740048218,z,19.263858089082795
1,13,19.26898698172109,218744,0.85061173180207,z,19.237963744312513
1,13,19.26898698172109,218744,0.8884456856060571,z,19.30123897420515
1,13,19.26898698172109,218744,0.10195995340551955,z,19.343200248991277
1,13,19.26898698172109,218744,0.18870974140605723,z,19.376140406681163
1,13,19.26898698172109,218744,0.8763704586062157,z,19.259232695668906
1,14,19.610838689447228,227427,0.450883502302483,u,21.493894999371577
1,14,19.610838689447228,227427,0.43176056480302094,u,21.417836854870302
1,14,19.610838689447228,227427,0.7809654268004902,u,20.791725742082434
1,14,19.610838689447228,227427,0.17603241440517237,u,21.45809607307744
1,14,19.610838689447228,227427,0.6283369332034011,u,20.263341492728518
1,14,19.610838689447228,227427,0.6804269332008074,u,20.467498157440144
1,14,19.610838689447228,227427,0.2970856840026551,u,21.382784953794033
1,14,19.610838689447228,227427,0.46215513319920687,u,21.388754046173485
1,14,19.610838689447228,227427,0.5703269615997447,u,20.10766833055393
1,14,19.610838689447228,227427,0.5998513228012,u,20.2109636440803
1,14,19.610838689447228,227427,0.6519313228024969,u,20.346054651816235
1,14,19.610838689447228,227427,0.6975146378018487,g,19.250696603846926
1,14,19.610838689447228,227427,0.14223360540513874,g,19.8941235739176
1,14,19.610838689447228,227427,0.14542837840153244,g,19.89877621924661
1,14,19.610838689447228,227427,0.15444780240061484,g,19.899639862666035
1,14,19.610838689447228,227427,0.7778457563995405,g,19.414715614912474
1,14,19.610838689447228,227427,0.7021200046049819,i,19.236899165343697
1,14,19.610838689447228,227427,0.7767819846011543,i,19.32436043646381
1,14,19.610838689447228,227427,0.5624181539016921,i,19.083342092468797
